filename,latitude,longitude
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10600843806385,34.81943805100655&source=outdoor.jpg",32.1060084380639,34.8194380510065
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10600882843783,34.81965514724278&source=outdoor.jpg",32.1060088284378,34.8196551472428
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10600988791609,34.81976348454531&source=outdoor.jpg",32.1060098879161,34.8197634845453
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.1060109006864,34.81987148473672&source=outdoor.jpg",32.1060109006864,34.8198714847367
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10601191024475,34.81997973752181&source=outdoor.jpg",32.1060119102448,34.8199797375218
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10601289021079,34.82008832714287&source=outdoor.jpg",32.1060128902108,34.8200883271429
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10601303711142,34.81933131392774&source=outdoor.jpg",32.1060130371114,34.8193313139277
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10601398959501,34.82019750632806&source=outdoor.jpg",32.106013989595,34.8201975063281
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10601649506764,34.82030778053333&source=outdoor.jpg",32.1060164950676,34.8203077805333
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10601874734235,34.81922491369213&source=outdoor.jpg",32.1060187473423,34.8192249136921
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10602058785064,34.81798567396203&source=outdoor.jpg",32.1060205878506,34.817985673962
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10602136746306,34.82137294284689&source=outdoor.jpg",32.1060213674631,34.8213729428469
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10602286802241,34.82041687519541&source=outdoor.jpg",32.1060228680224,34.8204168751954
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10602302863889,34.82336768558044&source=outdoor.jpg",32.1060230286389,34.8233676855804
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10602446363566,34.81911800785888&source=outdoor.jpg",32.1060244636357,34.8191180078589
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10602830459356,34.82274253809689&source=outdoor.jpg",32.1060283045936,34.8227425380969
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10603015343987,34.81901118613632&source=outdoor.jpg",32.1060301534399,34.8190111861363
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10603092320714,34.82052521153291&source=outdoor.jpg",32.1060309232071,34.8205252115329
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10603576129205,34.81788061997916&source=outdoor.jpg",32.106035761292,34.8178806199792
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10603589589131,34.81890419579149&source=outdoor.jpg",32.1060358958913,34.8189041957915
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10603634054232,34.82148346826196&source=outdoor.jpg",32.1060363405423,34.821483468262
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10603922660425,34.82063396894674&source=outdoor.jpg",32.1060392266043,34.8206339689467
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10604047137075,34.8234729855422&source=outdoor.jpg",32.1060404713707,34.8234729855422
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10604154058638,34.81879897444781&source=outdoor.jpg",32.1060415405864,34.8187989744478
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10604863020925,34.82074188379616&source=outdoor.jpg",32.1060486302093,34.8207418837962
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10604995725834,34.81869510088868&source=outdoor.jpg",32.1060499572583,34.8186951008887
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10605072507639,34.82159028689625&source=outdoor.jpg",32.1060507250764,34.8215902868963
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10605219805677,34.81777590284937&source=outdoor.jpg",32.1060521980568,34.8177759028494
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10605728101632,34.82085123063192&source=outdoor.jpg",32.1060572810163,34.8208512306319
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.1060577571599,34.82357660057798&source=outdoor.jpg",32.1060577571599,34.823576600578
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10605897128269,34.81859004777719&source=outdoor.jpg",32.1060589712827,34.8185900477772
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10606490915124,34.82169483087205&source=outdoor.jpg",32.1060649091512,34.821694830872
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10606612870615,34.82095897672237&source=outdoor.jpg",32.1060661287062,34.8209589767224
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10606826132704,34.81848314115035&source=outdoor.jpg",32.106068261327,34.8184831411504
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.1060729415724,34.81766933218741&source=outdoor.jpg",32.1060729415724,34.8176693321874
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10607546191893,34.8236832481178&source=outdoor.jpg",32.1060754619189,34.8236832481178
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10607647705103,34.82106630146561&source=outdoor.jpg",32.106076477051,34.8210663014656
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10607787089106,34.81837497071578&source=outdoor.jpg",32.1060778708911,34.8183749707158
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10607894717417,34.82179886927063&source=outdoor.jpg",32.1060789471742,34.8217988692706
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10608888660799,34.81826789533001&source=outdoor.jpg",32.106088886608,34.81826789533
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10609120335429,34.82117008790239&source=outdoor.jpg",32.1060912033543,34.8211700879024
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10609227244598,34.82378425147084&source=outdoor.jpg",32.106092272446,34.8237842514708
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10609324122149,34.82190476085481&source=outdoor.jpg",32.1060932412215,34.8219047608548
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10609371137825,34.81756267714695&source=outdoor.jpg",32.1060937113783,34.817562677147
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.1060943579442,34.8182142312192&source=outdoor.jpg",32.1060943579442,34.8182142312192
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10610542934701,34.81810673440618&source=outdoor.jpg",32.106105429347,34.8181067344062
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10610742886499,34.82127564329694&source=outdoor.jpg",32.106107428865,34.8212756432969
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10610746835742,34.82200989413563&source=outdoor.jpg",32.1061074683574,34.8220098941356
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10611002657539,34.82389098299112&source=outdoor.jpg",32.1061100265754,34.8238909829911
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10611447801475,34.81745627471101&source=outdoor.jpg",32.1061144780148,34.817456274711
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10612000962708,34.81799628887214&source=outdoor.jpg",32.1061200096271,34.8179962888721
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10612148576872,34.82211351094455&source=outdoor.jpg",32.1061214857687,34.8221135109445
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10612380014441,34.82138170401306&source=outdoor.jpg",32.1061238001444,34.8213817040131
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10612787678512,34.82399813557515&source=outdoor.jpg",32.1061278767851,34.8239981355752
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10612885066192,34.82271482292275&source=outdoor.jpg",32.1061288506619,34.8227148229227
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10613452798344,34.82542192235096&source=outdoor.jpg",32.1061345279834,34.825421922351
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10613515002396,34.81735138856978&source=outdoor.jpg",32.106135150024,34.8173513885698
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10613578248487,34.82221914941561&source=outdoor.jpg",32.1061357824849,34.8222191494156
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10613724098667,34.81788879178518&source=outdoor.jpg",32.1061372409867,34.8178887917852
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10614029390199,34.82148810156512&source=outdoor.jpg",32.106140293902,34.8214881015651
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10614045835553,34.82547074295431&source=outdoor.jpg",32.1061404583555,34.8254707429543
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10614579359191,34.82410604617854&source=outdoor.jpg",32.1061457935919,34.8241060461785
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10615169774292,34.8223230186941&source=outdoor.jpg",32.1061516977429,34.8223230186941
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10615433727947,34.81778196852731&source=outdoor.jpg",32.1061543372795,34.8177819685273
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.1061549010067,34.82554047831243&source=outdoor.jpg",32.1061549010067,34.8255404783124
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10615671146175,34.82159449898478&source=outdoor.jpg",32.1061567114618,34.8215944989848
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10616162961395,34.81724422765652&source=outdoor.jpg",32.106161629614,34.8172442276565
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10616350379678,34.82421218762274&source=outdoor.jpg",32.1061635037968,34.8242121876227
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.1061672821326,34.82242284428079&source=outdoor.jpg",32.1061672821326,34.8224228442808
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10617159482911,34.81767438692537&source=outdoor.jpg",32.1061715948291,34.8176743869254
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10617327787833,34.82170114899704&source=outdoor.jpg",32.1061732778783,34.821701148997
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10618063646871,34.82431580176259&source=outdoor.jpg",32.1061806364687,34.8243158017626
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.1061833119233,34.82252561818077&source=outdoor.jpg",32.1061833119233,34.8225256181808
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10618827355003,34.8171360556551&source=outdoor.jpg",32.10618827355,34.8171360556551
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10618957870293,34.821806703736&source=outdoor.jpg",32.1061895787029,34.821806703736
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10619305977679,34.81756478329042&source=outdoor.jpg",32.1061930597768,34.8175647832904
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10619737629608,34.82441629893436&source=outdoor.jpg",32.1061973762961,34.8244162989344
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10620070454007,34.82263715299473&source=outdoor.jpg",32.1062007045401,34.8226371529947
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10620578623207,34.82191158441302&source=outdoor.jpg",32.1062057862321,34.821911584413
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10621449470496,34.82451898619907&source=outdoor.jpg",32.106214494705,34.8245189861991
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10621454368835,34.81703150610626&source=outdoor.jpg",32.1062145436884,34.8170315061063
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10621508681751,34.817458970578&source=outdoor.jpg",32.1062150868175,34.817458970578
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.1062191120042,34.82274860342255&source=outdoor.jpg",32.1062191120042,34.8227486034226
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10622225261118,34.82540684006358&source=outdoor.jpg",32.1062222526112,34.8254068400636
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10622225596244,34.82201781282302&source=outdoor.jpg",32.1062222559624,34.822017812823
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10623123115919,34.82461973584833&source=outdoor.jpg",32.1062312311592,34.8246197358483
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10623679107753,34.8173546741617&source=outdoor.jpg",32.1062367910775,34.8173546741617
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10623812917253,34.82285786345152&source=outdoor.jpg",32.1062381291725,34.8228578634515
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10623874573739,34.82212446230726&source=outdoor.jpg",32.1062387457374,34.8221244623073
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.1062485573757,34.81693015779149&source=outdoor.jpg",32.1062485573757,34.8169301577915
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10625004728301,34.82473278422646&source=outdoor.jpg",32.106250047283,34.8247327842265
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.1062552819363,34.82223144862305&source=outdoor.jpg",32.1062552819363,34.8222314486231
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10625707322799,34.8229668706196&source=outdoor.jpg",32.106257073228,34.8229668706196
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10626233309051,34.81724540710128&source=outdoor.jpg",32.1062623330905,34.8172454071013
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10626980690146,34.82485156067729&source=outdoor.jpg",32.1062698069015,34.8248515606773
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10627175431534,34.82233742391254&source=outdoor.jpg",32.1062717543153,34.8223374239125
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.106275714419,34.82307368740065&source=outdoor.jpg",32.106275714419,34.8230736874007
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10627667781478,34.82539353302118&source=outdoor.jpg",32.1062766778148,34.8253935330212
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10628267650996,34.81682847237079&source=outdoor.jpg",32.10628267651,34.8168284723708
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10628814430816,34.82244390451626&source=outdoor.jpg",32.1062881443082,34.8224439045163
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.1062892729432,34.82496326093366&source=outdoor.jpg",32.1062892729432,34.8249632609337
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10629028748125,34.81714203713226&source=outdoor.jpg",32.1062902874813,34.8171420371323
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10629514541591,34.82318016708741&source=outdoor.jpg",32.1062951454159,34.8231801670874
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10630465986804,34.8225504692282&source=outdoor.jpg",32.106304659868,34.8225504692282
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10631519553767,34.82328782600296&source=outdoor.jpg",32.1063151955377,34.823287826003
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10631818596315,34.81703908826962&source=outdoor.jpg",32.1063181859631,34.8170390882696
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10631860621383,34.82506409429767&source=outdoor.jpg",32.1063186062138,34.8250640942977
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10631984594971,34.81673234710221&source=outdoor.jpg",32.1063198459497,34.8167323471022
"D:/gsv_image/all_last/ALL\tel aviv_heading=0.0&fov=64.0&location=32.10632105575468,34.82265644412227&source=outdoor.jpg",32.1063210557547,34.8226564441223
